@relation artificial
@attribute Bag_id {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99}
@attribute F0 real [-8.67135388617438, 9.63908389546427]
@attribute F1 real [-8.147225876644535, 10.238474042542697]
@attribute Class {0, 1}
@inputs Bag_id, F0, F1
@outputs Class
@data
3, -5.746863765349364, -3.4711567270964205, 1
3, -5.76575950795053, -2.2441091935165183, 1
3, -4.213372173627601, -4.511204381411875, 1
3, -6.879896778031857, -5.000035039241733, 1
4, 1.5985945524757885, 5.310128390623635, 0
5, -4.669491953889834, -5.581589508815574, 1
6, 5.64107053592032, 4.737784750832843, 0
6, 4.9735746564101655, 6.5985608528842175, 0
7, 3.789286562047183, 4.545601752697933, 0
7, 4.057094579185378, 5.245485463205887, 0
7, 1.3121991474159302, 5.6184293714174185, 0
7, 4.285260357536296, 4.046116036665802, 0
7, 4.642686685100228, 5.244903583308454, 0
8, 5.997839413625895, 6.666776632889471, 0
8, 6.79861353395858, 6.2556290344121885, 0
8, 4.904378123128353, 6.41018263876063, 0
8, 8.026998321874853, 6.818667219974183, 0
8, 5.504727136788116, 7.278324060631781, 0
8, 5.154214798631962, 7.05429130393888, 0
8, 4.931694426024796, 6.146373934204911, 0
8, 3.8777350656729435, 7.4996381284648805, 0
8, 6.142649964343718, 7.8335375780505, 0
8, 6.586153531941843, 5.093330697961541, 0
8, 5.584902698030391, 7.15558381486667, 0
8, 5.480734932145535, 5.072665230794988, 0
8, 6.946956354890433, 6.694847818749559, 0
8, 5.529791073543699, 6.330213662127977, 0
8, 5.798605030248821, 6.0194754787177205, 0
9, 2.7860245502038645, 4.482914696825058, 0
9, 4.425572312058032, 4.970203252231134, 0
9, 3.174625397292389, 5.49572907883077, 0
9, 5.756093761875329, 6.020457392488817, 0
10, 5.017807846200206, 4.279440502376631, 0
10, 5.3496571553192185, 5.274956680285324, 0
10, 8.424895285013061, 4.798567873667467, 0
11, -5.038118537716608, -3.2169057961754612, 1
11, -4.52803962168574, -0.3157391662033351, 1
11, -6.636198117302139, -1.4962949259655132, 1
11, -6.342713638078522, -3.9241042543058366, 1
12, -3.230296991595024, -5.22235360025909, 1
12, -4.883531366797192, -5.1601997895225065, 1
12, -5.987883529006906, -5.310773903025043, 1
13, 6.8873347033993255, 4.5005703336388745, 0
13, 4.6665337813040715, 3.158773453607016, 0
13, 5.715070883100055, 3.9707272323162024, 0
13, 4.68162351022498, 4.264518187502163, 0
13, 5.969055750871396, 5.071551690662914, 0
13, 5.08611710114675, 3.6836136506014503, 0
13, 5.80810435142205, 3.0846907539322945, 0
13, 5.590682660654319, 4.191119428029737, 0
14, -4.395719413202492, -3.8925401618622724, 1
14, -6.283803265671821, -2.9892198782348096, 1
15, 4.794346897081399, 5.34402156679047, 0
15, 6.121678332717705, 5.170473257204523, 0
15, 3.898203642532143, 4.5598973368155, 0
15, 3.714332376528423, 4.702900305686088, 0
15, 2.043830568474475, 6.887475039183285, 0
15, 3.8584531091102816, 4.802827151172344, 0
15, 3.5900682220240143, 3.6475992438054465, 0
15, 4.82683568157073, 6.831372147529654, 0
15, 3.8082556431173353, 5.748782882290866, 0
15, 3.8414081950442274, 5.527684548647345, 0
16, 5.3952875306536985, 4.1806451987599855, 0
16, 7.671450805914238, 3.657000955098722, 0
16, 6.706402353499758, 6.2946393090236885, 0
16, 8.241209089697328, 3.982583513269986, 0
16, 7.68608492806322, 5.651277619063844, 0
17, -5.424876439570238, -2.7529457650504296, 1
18, 4.393389107431196, 3.9913561230081287, 0
18, 6.622231651528689, 5.8585376425135545, 0
18, 4.459013350817628, 6.463092112963358, 0
18, 5.83831958977409, 4.427787375706721, 0
19, 4.2636186979430875, 5.363737881922326, 0
19, 3.46799445228436, 6.504055667306707, 0
20, 7.8286179405022525, 3.9728262323690102, 0
20, 6.10009326570413, 4.083861906585982, 0
20, 6.872541403405813, 5.092647720165595, 0
20, 6.640685211386258, 5.04473898783585, 0
20, 8.09811188845871, 4.194897153367402, 0
20, 5.906801411696341, 3.3134867569622877, 0
20, 4.7920308560505145, 4.489191657916784, 0
20, 5.45578218115568, 5.405930673537279, 0
21, 5.602371203420532, 5.362991938446158, 0
21, 3.890876509135512, 1.4085384313633922, 0
21, 4.817046854788693, 4.468409963474873, 0
21, 3.8319926815300183, 2.918745132768032, 0
21, 5.123312904169397, 5.203358644266113, 0
21, 4.6900809083948305, 4.460158128103064, 0
22, 3.9019041842595925, 5.279846680415075, 0
22, 4.257920875427164, 4.106497537736034, 0
22, 4.89222882312764, 4.941339126481775, 0
22, 3.0886903560992236, 5.247162311609002, 0
22, 3.9725505933224596, 4.721163609013392, 0
22, 4.402248617697809, 3.3216449729661868, 0
22, 3.4614493308250176, 5.88043983550495, 0
22, 5.776455665026423, 4.680017405225394, 0
22, 6.781849084127664, 5.260367410071644, 0
22, 4.108119106736593, 4.361641970463115, 0
22, 4.413855342979458, 4.704583977543372, 0
22, 3.793499549552137, 4.045372586514846, 0
22, 5.255548618731743, 4.348673544933264, 0
22, 5.617820018638531, 4.956224442385885, 0
22, 4.581001458179513, 3.9356125858004605, 0
22, 4.831255753774502, 4.921526666938578, 0
22, 3.5100139677752358, 5.304734701725123, 0
22, 5.962896377656929, 4.918930580691062, 0
22, 6.119277664244896, 5.964573755691123, 0
22, 4.548758129325277, 5.9552585740198385, 0
22, 6.197140019364968, 3.4684493755417014, 0
22, 3.938570668711862, 5.182134276708509, 0
22, 4.01604628767356, 5.7271852229189655, 0
23, 5.761730096020563, 6.1262793671234625, 0
23, 4.226581328604803, 6.638723075447105, 0
23, 5.0525612103522475, 6.128599769693794, 0
23, 6.947914930092849, 5.837460990746157, 0
23, 4.595491674457236, 6.3175201772441305, 0
23, 6.376637116569492, 6.144802887718904, 0
23, 4.138859061779779, 3.470557647327594, 0
24, -7.281081408670976, -5.263645170656436, 1
24, -6.830091941393939, -4.825130808763765, 1
25, 5.039668903129359, 2.9371714335671366, 0
25, 3.322383983570933, 4.141355524619625, 0
26, -4.569519991994971, -4.537170057658863, 1
26, -4.905864253360333, -5.696744924440982, 1
26, -4.13361931930493, -5.370461856839493, 1
26, -4.82723072837351, -5.748165359145092, 1
26, -5.7312238475918935, -4.712455864367633, 1
26, -4.913061823834887, -4.164943255542412, 1
26, -4.418825517304956, -7.473107194223562, 1
27, 5.1577994766174795, 6.0473235088684785, 0
27, 3.8775328499265442, 4.905172294652142, 0
27, 5.9138076404168896, 3.860239189009971, 0
27, 5.518484893039174, 4.133971291664595, 0
27, 3.8256176906057333, 5.884401221012506, 0
27, 6.279370484386021, 4.366415288194203, 0
27, 5.324092702361423, 5.923961362556891, 0
27, 4.5862093710507486, 4.6240056693625515, 0
28, -5.854846809296165, -4.301345999434311, 1
29, 4.779672270976971, 2.4025304381224695, 0
29, 6.3644144142919945, 5.046914836009662, 0
29, 6.202785636533556, 5.881270705900745, 0
29, 4.7755819297757505, 4.40499614750122, 0
29, 6.2227081954894725, 4.239501202805068, 0
29, 5.403082835562948, 6.826860412976297, 0
29, 4.496567207782925, 2.8522473218051165, 0
29, 5.093004141109424, 4.774827112031214, 0
29, 5.9004051026945366, 5.431153020098631, 0
29, 4.960381252370725, 5.002191696008353, 0
29, 4.569897933192782, 6.338791348610019, 0
29, 6.137400817180494, 5.400384772395032, 0
30, -5.614435305275374, -5.55352017181544, 1
30, -3.968008922556151, -4.610671341685248, 1
30, -4.801246162355978, -4.797496077807891, 1
30, -4.758423002972698, -7.738160145315605, 1
30, -3.8719626471105153, -6.815688969041028, 1
30, -3.9188179215307595, -3.3867748529805075, 1
30, -5.946978559941101, -6.228714654790069, 1
30, -4.092913281430697, -6.620364546651145, 1
31, -2.8975314270649233, -3.226016541085829, 1
31, -3.0155286611492813, -3.664116340125719, 1
32, 6.418677722983056, 5.296440812613905, 0
32, 6.726155839368225, 3.963882222670904, 0
33, -8.67135388617438, -3.8161340707704365, 1
33, -6.777563271220224, -4.033805281894647, 1
33, -7.604134175405584, -2.9052936243272383, 1
33, -8.002715893007247, -4.271767147994217, 1
33, -6.001030183288091, -6.24023724690854, 1
33, -7.697942920744927, -3.3110527721740386, 1
33, -6.057609259488925, -3.300293752325411, 1
33, -7.595035953719786, -2.7349774298472562, 1
33, -8.034034597615058, -6.782789441333787, 1
34, -6.152329253482173, -5.544340085163217, 1
34, -3.7491483736067583, -7.114004822944216, 1
34, -5.010392042535871, -7.742089358118669, 1
34, -5.60444399319917, -5.390203431884665, 1
34, -5.889995934339212, -4.7075845876274265, 1
35, -5.418652459812037, -5.542902758282751, 1
35, -2.0519952127659176, -3.98593036473934, 1
36, 3.353245965941631, 6.5981941982043155, 0
36, 4.910833940620076, 6.073113560633683, 0
36, 4.187293100250152, 6.102283192625267, 0
36, 4.388710275798398, 7.57189265134901, 0
36, 4.5633536531716485, 5.421917978931178, 0
36, 6.285224135001419, 6.251792992107971, 0
37, -3.8752457632703976, -5.758104697760833, 1
37, -4.562634973440469, -4.482899033045864, 1
37, -3.5951527106603414, -6.142720486985443, 1
37, -3.444755496143516, -7.291986404436167, 1
37, -3.6487684110220706, -5.844705701992737, 1
37, -4.533169258251166, -5.108223506475534, 1
37, -3.315186766435949, -4.89655423104619, 1
37, -4.859999851986256, -6.71575026216208, 1
37, -3.7001350166559432, -6.197437284670414, 1
37, -3.6063420412952887, -6.608702139353724, 1
37, -3.665625424575115, -6.268916801978888, 1
37, -3.482443872394986, -5.55667316079138, 1
37, -3.4037724371469698, -6.708511061786845, 1
38, -3.8612157768716564, -2.3754805444016247, 1
38, -4.360544132619946, -3.1690891402025554, 1
39, 4.695706266713418, 5.322952109485054, 0
39, 4.0465266489291, 3.7752978886881463, 0
39, 5.059769190509091, 6.059228909392035, 0
39, 3.025282908500138, 5.497151005895412, 0
39, 3.57958436010186, 7.263259430863347, 0
39, 3.0065586802472337, 5.183266441971323, 0
39, 3.9858806146748815, 5.441311088779619, 0
39, 3.9874943778045644, 6.765925367626255, 0
39, 5.9609539098542665, 6.517766673103834, 0
40, 4.052861206590432, 4.3729026846783885, 0
40, 3.231348400171937, 3.4956550925286574, 0
40, 5.489544669910522, 5.8633236008744305, 0
40, 6.1086476635909515, 3.728203038908937, 0
41, -3.8449213327478993, -5.045406785325508, 1
41, -2.6842774368747055, -4.683575343336683, 1
41, -2.611928035414853, -4.487638692528484, 1
42, 3.607115825017977, 5.609085550070615, 0
42, 3.9987518860915543, 4.282129433439747, 0
43, 6.794612440737584, 5.356753294993817, 0
43, 6.481498484661642, 4.638932992585509, 0
43, 7.679386999178489, 5.092867653968187, 0
43, 4.766843779727414, 5.783865984788297, 0
43, 6.398935862539811, 8.174929552554586, 0
43, 7.062201174250371, 5.87079998869937, 0
43, 7.158679653770089, 6.258731470594295, 0
43, 6.8153215653203, 8.08501111226865, 0
44, -4.499930657015956, -2.721169590347975, 1
44, -4.174558724400366, -6.232892759092637, 1
44, -8.2571322151029, -5.1123187887885315, 1
44, -6.615176874774066, -3.3741930698816684, 1
45, 3.8762353334725117, 4.320565629446462, 0
45, 4.75392555133385, 5.487199327660023, 0
46, -2.573087071997624, -5.026347644729461, 1
46, -2.5469591218456524, -4.935498897132737, 1
46, -4.255148803273304, -3.9594413632878793, 1
46, -1.9291970957764664, -4.862229312317458, 1
46, -4.68678292370094, -4.000868477200433, 1
47, 5.8583657544114365, 4.831409753556877, 0
47, 7.1609338726363845, 3.5728954525050076, 0
47, 6.254688724725959, 6.869761383949475, 0
47, 5.192802691134593, 4.929714756250056, 0
47, 4.108530328621453, 5.596504922744657, 0
47, 2.3779558470193574, 4.768477911289098, 0
47, 2.911607311108609, 5.552092823896747, 0
47, 4.605792436529591, 5.98755843622915, 0
48, 4.898455326912033, 3.04504038179358, 0
48, 4.640746915809128, 5.336367703395366, 0
48, 4.701964915233541, 4.416656435339005, 0
48, 5.161273481181858, 4.599324506198002, 0
48, 4.145622695098792, 5.838428599275456, 0
48, 5.846819005846345, 5.488827433355601, 0
48, 5.243293550363681, 4.967510893647048, 0
49, -5.861956671361624, -6.847418513888197, 1
50, -2.284494728126642, -4.21050981075714, 1
51, -5.198393407660692, -4.332361159803068, 1
51, -4.629587449520549, -4.841396206891837, 1
51, -3.598497611818382, -2.8227954055063256, 1
51, -5.342937581262136, -2.892448486910816, 1
51, -4.948936820933921, -3.8672546120171996, 1
51, -3.2391250917860717, -4.321624945222485, 1
51, -4.771681373830358, -5.135785137261648, 1
51, -5.343145187903677, -4.754846283290756, 1
51, -5.799999273055925, -5.807488015120479, 1
51, -5.043593201001022, -2.867306781434128, 1
51, -5.4342278212494906, -6.127719144488008, 1
51, -5.94801146480399, -3.517228206064331, 1
51, -5.394450066237697, -3.762138165988186, 1
51, -4.814174629257458, -3.70794344773657, 1
51, -5.667096193855452, -4.082382856605444, 1
51, -5.047368017903064, -3.567183077625824, 1
51, -6.871219078404989, -6.248673949218216, 1
51, -4.475522091200117, -2.597915375635896, 1
51, -5.702745942257824, -4.839035466974017, 1
51, -3.624061861061686, -5.328399776290147, 1
51, -5.052976905293211, -4.72583179847721, 1
51, -4.845580221038029, -3.7598662440586526, 1
51, -5.547502031052183, -3.1701676146572266, 1
52, -4.579824029934374, -6.097013437255782, 1
53, -5.5577910003179545, -4.81034939666607, 1
53, -5.816531941515109, -2.5351632353520452, 1
53, -5.036833995378036, -4.67516250702618, 1
53, -5.751517683242756, -4.650025123750091, 1
53, -5.566808708277733, -2.5788463828291865, 1
53, -6.969311707853111, -2.1810178247314016, 1
53, -4.447661305564475, -2.9822730184516457, 1
53, -7.1880378675472985, -3.469661905899181, 1
53, -4.596698943482043, -2.3507384767727504, 1
53, -5.602875595312272, -2.7104330050761316, 1
53, -7.459422942597924, -2.9956077693552086, 1
54, 3.8200063564542024, 1.3774435554468907, 0
54, 4.522083417594406, 3.7570050663801435, 0
55, -4.608218182428816, -4.197524353641328, 1
55, -5.834059623436671, -5.81441504851829, 1
55, -4.284334869921787, -8.147225876644535, 1
56, 3.431630244614338, 5.391482011699228, 0
56, 4.772004800977686, 3.8644899060742617, 0
57, 5.687382204364684, 4.601039308100984, 0
57, 5.474928259934248, 2.3968742443881297, 0
57, 6.263185033402784, 4.149848225322439, 0
57, 6.412648437833237, 4.245952211551839, 0
57, 4.442244316004359, 3.250479062668831, 0
57, 5.364884647540834, 3.4303438178728984, 0
57, 5.929984426234533, 5.273252638379553, 0
58, -2.4282780515892375, -4.582240460399722, 1
58, -3.706260688361346, -2.910583307835218, 1
58, -2.520496012718601, -1.805468496580736, 1
58, -4.144535999956854, -3.28287006507935, 1
58, -3.757045803953048, -5.370160981372649, 1
58, -4.669139286370556, -4.692080427116742, 1
58, -4.8866554346715, -3.710698744752704, 1
59, 2.772287279966462, 2.9481657828743133, 0
59, 3.820025904094633, 4.741673912412142, 0
60, 2.918478120531184, 1.9941241897538098, 0
60, 5.28507833887853, 3.5142130188162573, 0
60, 4.802674102943591, 4.193404416633482, 0
60, 3.3857530587116096, 4.82225425079811, 0
60, 3.069667120363228, 3.0618085407664655, 0
61, -5.322016658101363, -4.905710241832104, 1
62, -6.7602118251643795, -4.300775634599228, 1
63, -2.635924771668368, -3.9853195460151367, 1
63, -5.6042113367904225, -3.563759157176709, 1
64, 5.243617991836679, 2.9413588045580954, 0
64, 5.619354847027959, 2.6825809595510437, 0
64, 6.105013825601394, 2.6613821031944376, 0
64, 5.868177977567019, 3.9677255029428284, 0
65, 6.711627926061616, 6.957843653066887, 0
65, 6.294094555017952, 4.736280332566207, 0
65, 5.865482570230605, 5.954445544029159, 0
66, 7.769269171779335, 4.702496614725013, 0
66, 5.470764170958904, 6.350647246015462, 0
66, 7.199126203381934, 4.963018728165206, 0
66, 5.772700828312109, 2.4879761253396473, 0
66, 6.3930039405908925, 5.1967600358358155, 0
67, 5.8719880517103515, 3.79520344671307, 0
67, 7.419526913269863, 3.5833487010818477, 0
68, 5.235968710310079, 6.29845089024479, 0
68, 6.232233838582716, 7.568382566101183, 0
68, 5.952024673865441, 7.1379099144281515, 0
68, 3.9693516443916366, 5.198224721486652, 0
68, 4.533704863488833, 6.348640855360708, 0
68, 4.201486183609409, 7.29904409584976, 0
69, 6.13860937618519, 5.138396215580135, 0
69, 7.225993473807782, 5.388088891895135, 0
69, 4.262132862814636, 3.2928234143387978, 0
69, 5.991359338852671, 1.704975990528256, 0
69, 3.785642013388329, 3.3296022839859587, 0
70, 2.8241426007787345, 2.769399326882803, 0
71, 6.306853067651449, 2.692947945193236, 0
71, 5.866878321184039, 7.406280124918193, 0
71, 5.859449351175886, 5.8426351113525525, 0
71, 6.02077858895969, 5.988079297388334, 0
71, 6.134941542792486, 5.068261881982861, 0
71, 6.25799880501059, 5.580083504382815, 0
71, 5.688029848472217, 5.832028026104417, 0
72, 3.6464094766748714, 4.135809204356357, 0
72, 6.1770721384625125, 3.1490100156658474, 0
72, 4.945729314140562, 2.758658509109866, 0
72, 4.537938081012798, 2.6245350226570503, 0
72, 6.297763126936702, 3.760434646528699, 0
72, 5.2726690006373405, 3.4625154267229243, 0
72, 5.585090083597464, 3.209293045515112, 0
73, 3.4539590600646886, 5.958850689046291, 0
73, 3.4991416966475084, 5.616990722531585, 0
73, 3.5956261149617683, 6.244879354858381, 0
73, 3.010329894618179, 3.7043667982389272, 0
74, 3.63462541691196, 2.817440394352297, 0
74, 5.549354599550555, 3.1852193000969304, 0
74, 5.487024666080766, 4.066442948345072, 0
74, 4.942118651295175, 2.997333404972073, 0
75, 3.1122590241823525, 5.05265865656813, 0
75, 2.531682688921763, 4.921958874520809, 0
75, 3.4613577966978792, 1.8400364979088721, 0
75, 0.390526007751538, 1.7037430852065862, 0
75, 4.557739205024978, 3.2297435370943535, 0
75, 4.260343643598637, 3.7265657126626555, 0
75, 5.731389643008308, 4.853784825813464, 0
75, 3.916098083889559, 4.60317149768758, 0
75, 2.1205541458140766, 3.575328132243092, 0
75, 3.9220671437418755, 3.652450481596954, 0
75, 4.262686440564316, 3.272353737483729, 0
75, 5.494833239454421, 2.9882186771467696, 0
75, 4.467116735554039, 2.451060279270379, 0
75, 2.52586364364321, 4.0257812571854785, 0
75, 3.3055853423309856, 3.3583515645541806, 0
75, 5.770960511109461, 3.7570695866189405, 0
75, 4.629640986976712, 3.3501902363458473, 0
76, 4.496799027423296, 4.063953884691996, 0
76, 2.426832091856306, 2.6527269626361316, 0
76, 5.596723043822476, 5.2437776706645876, 0
76, 3.7973203684449333, 3.092702186496008, 0
76, 2.9306124213894806, 3.6176255590307953, 0
76, 4.344019222204791, 0.9322165380118057, 0
76, 1.892948473335331, 3.5986023894314014, 0
76, 2.228666978188529, 3.2940244809118866, 0
76, 2.908023858133904, 4.156876083488207, 0
76, 4.532374860514933, 3.252134567661324, 0
76, 4.037460916929826, 4.1775278639024, 0
76, 4.132938781014072, 3.4748104468163787, 0
76, 3.8149161540945116, 3.3991126580922835, 0
77, 5.9397684925998355, 3.88497598712195, 0
77, 4.041943223760052, 5.282115347767967, 0
77, 5.10857999082574, 4.047437160807065, 0
78, 2.657640836197028, 4.74780395429342, 0
78, 4.316440530793676, 6.0939659768699785, 0
79, 5.70646662819733, 4.130228637100357, 0
80, 4.0728870706388856, 4.71777123786344, 0
80, 3.8989728200061244, 5.37799367824137, 0
80, 3.371482266976881, 6.888609145258265, 0
80, 3.2956253733725496, 6.895479822958002, 0
80, 4.147003387638993, 5.211762021967401, 0
81, 7.386064136463163, 3.8560095122223723, 0
81, 7.601699523221808, 4.566572570683852, 0
81, 6.31185535893282, 2.821602623603586, 0
81, 8.759228239447529, 4.107017260213023, 0
81, 5.866584486295725, 3.2190065510542283, 0
81, 7.201799808900892, 3.4804134788255627, 0
81, 6.981779139705005, 3.9485955954465775, 0
81, 6.905090090936243, 4.96884728455637, 0
81, 6.793115179051297, 5.390481148497145, 0
81, 8.784860691322995, 4.374511442939555, 0
81, 7.453516640638144, 3.825938781142077, 0
81, 9.63908389546427, 3.7624687007137765, 0
82, 5.507519637764405, 2.0378624199690876, 0
82, 7.4312140652246175, 5.433151394517161, 0
83, 5.810895141418265, 6.096237612437967, 0
83, 7.326394637965008, 4.195627533103904, 0
83, 5.335337323853388, 4.386718579325746, 0
84, 3.1176751332920647, 6.88672765452802, 0
84, 2.1031472126400415, 4.2676520900268216, 0
84, 3.838150087438394, 6.73144947365357, 0
84, 2.7970593559334507, 5.484063527285019, 0
85, 5.438353593424628, 4.289653450340148, 0
85, 4.497353253689642, 4.2944329202443825, 0
85, 5.664717823714902, 4.924344385364722, 0
86, 4.949450239665486, 7.014425814222958, 0
87, 3.6924109105064806, 6.6658992881580925, 0
87, 2.55963561672047, 5.846789001215745, 0
87, 3.816386403087549, 5.412546143501599, 0
87, 3.9345723177845993, 10.238474042542697, 0
87, 3.7257531475580548, 7.90870631416758, 0
87, 4.644926509203575, 7.674246703226642, 0
87, 3.806065574710902, 7.721135023229631, 0
87, 2.1327429545890215, 6.345920594185604, 0
87, 3.6019295044491395, 5.494858902764217, 0
88, 4.080393852167641, 3.1673125422593396, 0
89, 3.7661683384231686, 5.334545473320383, 0
89, 4.678942034781583, 4.617346306788876, 0
90, 4.490115444176791, 5.226370520495559, 0
90, 5.491592137746093, 5.84437615269192, 0
90, 4.281000876534199, 5.875930913151766, 0
91, 4.662220762463312, 5.786153692519895, 0
91, 4.40407115916704, 4.979119077835796, 0
92, 5.849519749940736, 5.6205614571762545, 0
92, 4.662954680377318, 3.8325119657470847, 0
92, 4.698715065350518, 4.765584054133095, 0
92, 6.38468992411034, 6.173870089349873, 0
92, 5.096067344527412, 4.388521856157617, 0
92, 4.053423303758767, 5.687057119016672, 0
92, 5.217337953419595, 3.938681764628883, 0
92, 4.135817925425922, 5.301656469504125, 0
92, 5.334644794802239, 6.631996936215736, 0
93, 5.366223515806279, 4.275821251395058, 0
93, 5.043905602984866, 4.52044884708432, 0
93, 2.970646043594447, 6.366492460479215, 0
94, 5.673961005179288, 2.209048273064342, 0
94, 3.3926178460665435, 1.88283694456874, 0
94, 5.421929738119636, 2.535457579417664, 0
94, 5.116752682840739, 4.316384226010069, 0
94, 4.196976722699575, 3.436571031924277, 0
94, 4.927867022830202, 1.9020704548695777, 0
95, 5.217924634210887, 6.052181833821606, 0
96, 7.076724681988221, 1.3026866328268591, 0
96, 5.885471418758778, 3.1852407983505087, 0
96, 4.216270167298793, 2.9044926967134264, 0
96, 5.425586149956882, 4.8981723963088015, 0
96, 5.856341322677281, 3.5150803748479165, 0
97, 4.272102245182046, 6.812965683598157, 0
98, 3.106362036096737, 1.9003835859522358, 0
98, 3.6164966743525744, 4.26398612737126, 0
98, 2.081065863556198, 3.1266178509875098, 0
98, 3.180116819551934, 2.2160136380559834, 0
98, 3.5767757014351655, 1.493097809025575, 0
98, 1.9077990642245943, 4.878757921511164, 0
98, 3.253138378003, 4.128902046579712, 0
98, 3.2776130757403683, 3.3967744901952233, 0
98, 4.136936703706041, 4.478344998445949, 0
99, 4.136153949453104, 5.957568365833764, 0
99, 3.74378931185655, 6.60283378926814, 0
99, 3.5466624641494544, 6.215603289986517, 0
99, 4.37461624800535, 5.121831530177101, 0
99, 1.920776858912858, 5.993926365706886, 0
99, 1.310974861264552, 6.913861163851094, 0
